City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,macapa,0.0389,-51.0664,89.58,58,40,13.8,BR,1662758213
368,sistranda,63.7256,8.834,51.76,86,53,17.87,NO,1662758214
369,guerrero negro,27.9769,-114.0611,83.5,58,95,7.07,MX,1662758214
370,mahajanga,-15.7167,46.3167,69.82,88,20,0.0,MG,1662758215
371,portland,45.5234,-122.6762,89.62,20,0,25.32,US,1662758194
372,camacha,33.0833,-16.3333,72.82,83,40,6.91,PT,1662758215
373,mon,26.75,95.1,70.23,92,99,3.31,IN,1662758216
374,sambava,-14.2667,50.1667,66.29,89,37,10.27,MG,1662758216
375,puerto penasco,31.3167,-113.5333,83.03,70,91,22.24,MX,1662758216
376,tena,-0.9833,-77.8167,89.76,43,66,3.71,EC,1662758217
377,jumla,29.2747,82.1838,59.5,93,59,1.5,NP,1662758217
378,wuan,31.6836,112.0044,68.83,53,2,6.46,CN,1662758218
379,aracataca,10.5918,-74.1898,82.8,79,100,6.87,CO,1662758210
380,machico,32.7,-16.7667,77.0,89,40,3.44,PT,1662758219
381,maniitsoq,65.4167,-52.9,43.47,85,8,9.73,GL,1662758219
382,campeche,19.0,-90.5,82.04,74,100,2.55,MX,1662758220
383,tetouan,35.5711,-5.3724,70.57,68,0,2.3,MA,1662758220
384,khani,41.9563,42.9566,45.97,72,0,4.54,GE,1662758220
385,mortka,59.3322,66.0214,42.84,95,100,2.62,RU,1662758221
386,little current,45.9793,-81.9248,74.41,55,1,10.98,CA,1662758221
387,raudeberg,61.9875,5.1352,54.27,71,99,6.87,NO,1662758222
388,whithorn,18.2604,-78.0378,84.45,74,35,0.96,JM,1662758222
389,merauke,-8.4667,140.3333,77.43,90,87,11.86,ID,1662758223
390,bratsk,56.1325,101.6142,41.49,87,10,3.0,RU,1662758224
391,manturovo,58.3353,44.7619,44.51,77,99,6.24,RU,1662758224
392,sokolskoye,57.1412,43.1589,49.14,64,100,10.85,RU,1662758225
393,viedma,-40.8135,-62.9967,51.91,32,0,8.84,AR,1662758225
394,krasnyy chikoy,50.3643,108.7512,52.66,84,37,5.28,RU,1662758226
395,benguela,-12.5763,13.4055,72.48,80,93,4.47,AO,1662758226
396,hastings,50.8552,0.5729,62.35,89,27,11.68,GB,1662758227
397,porto velho,-8.7619,-63.9039,89.65,51,0,6.91,BR,1662758227
398,prince rupert,54.3161,-130.3201,57.29,89,0,14.97,CA,1662758144
399,linhares,-19.3911,-40.0722,71.62,62,1,10.58,BR,1662758228
400,stepnogorsk,52.3544,71.8869,51.66,43,100,2.46,KZ,1662758228
401,dudinka,69.4058,86.1778,36.63,93,99,7.85,RU,1662758229
402,waipawa,-41.4122,175.5153,49.87,88,84,5.66,NZ,1662758229
403,henties bay,-22.116,14.2845,56.08,85,0,4.0,NA,1662758230
404,ca mau,9.1769,105.15,76.86,89,69,3.89,VN,1662758230
405,sao felix do xingu,-6.6447,-51.995,91.72,26,96,0.76,BR,1662758231
406,davidson,36.1501,-86.7833,87.39,51,75,8.05,US,1662758171
407,zhuanghe,39.7008,122.9911,66.42,85,93,5.28,CN,1662758231
408,korla,41.7597,86.1469,77.61,20,1,4.12,CN,1662758232
409,vila velha,-20.3297,-40.2925,75.15,69,0,18.41,BR,1662758232
410,pevek,69.7008,170.3133,43.14,68,15,17.96,RU,1662758233
411,souillac,-20.5167,57.5167,70.18,78,75,11.5,MU,1662758233
412,itarema,-2.9248,-39.9167,77.65,75,27,15.41,BR,1662758120
413,dunedin,-45.8742,170.5036,44.8,81,10,1.99,NZ,1662758234
414,bukama,-9.2,25.85,76.77,30,100,2.26,CD,1662758234
415,eugene,44.0521,-123.0867,95.4,17,75,21.85,US,1662758207
416,faro,37.0194,-7.9322,77.18,73,0,8.05,PT,1662758102
417,hay river,60.8156,-115.7999,60.76,55,40,8.05,CA,1662758235
418,asau,46.4333,26.4,61.72,87,99,1.21,RO,1662758236
419,ghanzi,-21.5667,21.7833,66.87,20,0,7.7,BW,1662758236
420,voyvozh,62.892,54.9635,40.59,99,100,5.12,RU,1662758237
421,seddon,-37.8068,144.8916,53.74,90,75,9.22,AU,1662758237
422,muhos,64.808,25.9931,49.78,79,100,5.53,FI,1662758237
423,ust-ilimsk,58.0006,102.6619,43.52,81,99,4.25,RU,1662758238
424,bonoua,5.2741,-3.595,76.62,91,48,6.51,CI,1662758239
425,police,53.5521,14.5718,65.01,90,37,4.14,PL,1662758239
426,aras,42.5617,-2.356,64.81,64,0,1.14,ES,1662758240
427,santa maria,-29.6842,-53.8069,54.37,95,100,10.13,BR,1662758240
428,taltal,-25.4,-70.4833,60.21,69,23,7.56,CL,1662758240
429,carbonia,39.1672,8.5222,77.02,61,8,6.04,IT,1662758241
430,mackay,-21.15,149.2,62.69,84,0,6.29,AU,1662758241
431,chingirlau,51.095,54.0814,48.09,80,87,7.31,KZ,1662758242
432,kruisfontein,-34.0033,24.7314,57.88,97,5,0.29,ZA,1662758242
433,meulaboh,4.1363,96.1285,74.12,84,68,3.62,ID,1662758243
434,oussouye,12.485,-16.5469,79.12,82,100,6.62,SN,1662758243
435,klaksvik,62.2266,-6.589,49.12,87,78,7.81,FO,1662758244
436,taicheng,38.731,113.228,58.14,52,99,4.18,CN,1662758244
437,mount pleasant,32.7941,-79.8626,76.98,93,100,11.5,US,1662758245
438,newcastle,-32.9272,151.7765,59.65,80,13,3.0,AU,1662758245
439,mega,4.05,38.3,64.18,54,97,18.75,ET,1662758179
440,le port,-20.9373,55.2919,69.26,70,44,6.38,RE,1662758246
441,ojinaga,29.5667,-104.4167,92.57,33,0,3.44,MX,1662758246
442,lorengau,-2.0226,147.2712,81.59,76,19,8.21,PG,1662758247
443,atambua,-9.1061,124.8925,68.79,83,4,4.25,ID,1662758247
444,la asuncion,11.0333,-63.8628,91.13,55,87,14.97,VE,1662758248
445,nabire,-3.3667,135.4833,73.96,88,49,2.82,ID,1662758248
446,banjarmasin,-3.3244,114.591,73.54,97,99,0.96,ID,1662758249
447,arys,42.4252,68.795,69.73,30,0,1.21,KZ,1662758249
448,khambhat,22.3,72.6167,86.7,76,100,6.8,IN,1662758250
449,neiafu,-18.65,-173.9833,79.48,73,40,10.36,TO,1662758250
450,san patricio,28.017,-97.5169,93.18,49,54,7.87,US,1662758251
451,port hardy,50.6996,-127.4199,53.78,94,75,4.61,CA,1662758120
452,mao,39.8885,4.2658,77.56,78,20,5.75,ES,1662758251
453,lovozero,68.005,35.0117,49.69,73,100,4.79,RU,1662758252
454,ilheus,-14.7889,-39.0494,75.02,73,40,12.66,BR,1662758252
455,haines junction,60.7522,-137.5108,51.75,76,54,9.22,CA,1662758253
456,laguna,38.421,-121.4238,107.08,21,0,5.75,US,1662758101
457,wamba,8.9333,8.6,71.89,93,99,1.14,NG,1662758253
458,maragogi,-9.0122,-35.2225,74.26,82,19,6.91,BR,1662758254
459,bakchar,57.0186,82.0711,44.55,81,99,6.69,RU,1662758254
460,kawalu,-7.3817,108.2082,70.0,96,98,1.7,ID,1662758255
461,nioro,13.35,-15.75,75.4,94,97,5.03,GM,1662758255
462,vardo,70.3705,31.1107,46.38,87,100,11.5,NO,1662758256
463,bontang,0.1333,117.5,74.68,93,94,6.98,ID,1662758256
464,batagay,67.6333,134.6333,40.33,95,100,3.33,RU,1662758256
465,comarapa,-17.9,-64.4833,65.62,56,36,7.11,BO,1662758257
466,guaruja,-23.9931,-46.2564,82.26,74,0,2.3,BR,1662758257
467,kurumkan,54.3,110.3,52.74,81,100,1.88,RU,1662758258
468,ketchikan,55.3422,-131.6461,63.07,63,75,10.36,US,1662758258
469,okhotsk,59.3833,143.3,49.37,66,0,18.79,RU,1662758259
470,port hedland,-20.3167,118.5667,64.45,88,0,12.66,AU,1662758259
471,sendafa,9.15,39.0333,56.55,89,97,1.9,ET,1662758179
472,sarh,9.1429,18.3923,71.74,94,70,2.37,TD,1662758260
473,houma,29.5958,-90.7195,80.6,94,40,4.61,US,1662758193
474,sayyan,15.1718,44.3244,66.22,27,98,11.54,YE,1662758261
475,chumikan,54.7183,135.315,54.63,78,94,10.67,RU,1662758261
476,medicine hat,50.0501,-110.6683,65.71,34,75,17.27,CA,1662758135
477,imaculada,-7.3897,-37.5092,76.89,34,68,7.34,BR,1662758262
478,punta alta,-38.8759,-62.0736,51.24,45,2,5.73,AR,1662758262
479,metro,-5.1131,105.3067,73.74,96,100,5.3,ID,1662758263
480,mingshui,36.7167,117.5,67.26,60,68,3.04,CN,1662758263
481,sarkand,45.41,79.9186,59.4,54,70,2.91,KZ,1662758263
482,george,-33.963,22.4617,56.75,88,100,2.3,ZA,1662758264
483,buala,-8.145,159.5921,81.3,79,92,7.38,SB,1662758264
484,jizan,17.3333,42.6667,88.74,70,91,1.99,SA,1662758265
485,udachnyy,66.4167,112.4,34.81,96,100,21.56,RU,1662758265
486,warmbad,-28.45,18.7333,67.37,16,0,4.61,NA,1662758266
487,praia da vitoria,38.7333,-27.0667,73.65,78,20,12.26,PT,1662758266
488,juneau,58.3019,-134.4197,57.97,92,100,11.5,US,1662758266
489,sabang,5.8933,95.3214,80.46,76,93,6.29,ID,1662758267
490,vrangel,42.7297,133.0839,61.57,73,0,5.75,RU,1662758267
491,catuday,16.2923,119.8062,80.28,72,100,1.59,PH,1662758268
492,isakly,54.1333,51.5333,45.81,86,95,12.15,RU,1662758268
493,vestmannaeyjar,63.4427,-20.2734,53.17,96,100,24.76,IS,1662758269
494,chulman,56.8479,124.9104,42.6,92,94,2.42,RU,1662758269
495,aldama,22.9167,-98.0667,86.79,58,100,7.61,MX,1662758270
496,dzilam gonzalez,21.2833,-88.9333,80.98,74,99,4.74,MX,1662758270
497,sorland,67.667,12.6934,49.86,76,100,7.34,NO,1662758271
498,ust-nera,64.5667,143.2,40.33,96,100,8.14,RU,1662758271
499,shelburne,44.0787,-80.2041,79.75,54,0,7.9,CA,1662758271
500,arrecife,28.963,-13.5477,75.18,78,40,14.97,ES,1662758272
501,winder,33.9926,-83.7202,76.98,74,40,5.75,US,1662758272
502,praxedis guerrero,31.3667,-106.0167,90.86,18,92,5.99,MX,1662758273
503,la ronge,55.1001,-105.2842,52.02,66,100,13.8,CA,1662758273
504,tautira,-17.7333,-149.15,77.16,78,17,22.88,PF,1662758274
505,shitkino,56.3703,98.3543,39.56,90,37,2.75,RU,1662758274
506,faanui,-16.4833,-151.75,77.59,79,17,23.67,PF,1662758275
507,kahramanmaras,38.0,37.0,61.2,27,0,2.77,TR,1662758275
508,enshi,30.3,109.4833,64.15,91,91,1.16,CN,1662758276
509,celestun,20.8667,-90.4,82.92,71,45,12.84,MX,1662758276
510,gillette,44.2911,-105.5022,49.12,84,100,6.91,US,1662758277
511,kloulklubed,7.0419,134.2556,75.7,68,4,3.13,PW,1662758277
512,mweka,-4.85,21.5667,73.99,72,81,2.3,CD,1662758278
513,oranjemund,-28.55,16.4333,54.66,92,4,5.41,NA,1662758278
514,biak,-0.9131,122.8766,74.88,83,95,4.94,ID,1662758278
515,tarpon springs,28.1461,-82.7568,81.32,88,100,5.99,US,1662758160
516,afua,-0.1567,-50.3867,81.7,71,95,8.9,BR,1662758279
517,murdochville,48.9583,-65.5006,52.68,82,98,3.29,CA,1662758280
518,urucara,-2.5364,-57.76,84.47,63,63,1.48,BR,1662758280
519,chimbote,-9.0853,-78.5783,65.46,73,9,12.01,PE,1662758280
520,trat,12.5,102.5,80.87,95,100,0.96,TH,1662758281
521,cypress gardens,27.9939,-81.6901,80.49,100,40,6.91,US,1662758281
522,saint-joseph,-21.3667,55.6167,64.78,76,50,12.46,RE,1662758282
523,luwuk,-0.9516,122.7875,75.69,84,96,4.16,ID,1662758282
524,keningau,5.3378,116.1602,70.63,99,100,0.25,MY,1662758283
525,tamale,9.4008,-0.8393,74.95,90,100,4.5,GH,1662758283
526,mandalgovi,45.7625,106.2708,63.39,25,3,9.71,MN,1662758284
527,aykhal,66.0,111.5,32.45,98,100,19.48,RU,1662758284
528,gouyave,12.1646,-61.7296,84.97,74,40,16.11,GD,1662758284
529,contai,21.7786,87.7536,81.82,84,100,8.55,IN,1662758285
530,fenoarivo,-18.933,47.4354,55.47,82,40,10.36,MG,1662758285
531,roma,43.2128,-75.4557,82.63,60,0,1.99,US,1662758286
532,kyren,51.6828,102.1408,47.05,88,100,3.8,RU,1662758286
533,herat,34.5,62.0,72.37,23,0,10.04,AF,1662758212
534,nassau,40.7507,-73.5829,81.66,52,0,5.75,US,1662758125
535,irbeyskoye,55.6428,95.4522,41.09,91,14,3.69,RU,1662758287
536,vitoria da conquista,-14.8661,-40.8394,66.79,49,1,6.2,BR,1662758009
537,karpathos,35.507,27.2132,73.36,83,0,13.8,GR,1662758287
538,bisho,-32.8472,27.4422,55.45,94,14,3.67,ZA,1662758288
539,xuddur,4.1213,43.8894,72.54,61,100,16.96,SO,1662758288
540,fuerte olimpo,-21.0415,-57.8738,94.5,25,75,8.23,PY,1662758289
541,iskateley,67.6803,53.1512,42.13,91,100,7.49,RU,1662758289
542,along,28.1667,94.7667,73.49,77,100,1.88,IN,1662758290
